EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,BusinessTravel,OverTime,MonthlyIncome,PercentSalaryHike,StockOptionLevel,DistanceFromHome,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,PerformanceRating,StandardHours,EmployeeCount,Over18,Attrition
487,20,Male,Divorced,1,Human Resources,Sales,Sales Executive,1,Travel_Rarely,No,5041,17,0,7,6,15,15,1,1,1,4,4,4,3,2,3,3,80,1,Y,No
488,36,Male,Married,3,Technical Degree,Sales,Sales Executive,3,Travel_Rarely,Yes,6833,17,3,4,0,9,9,8,3,8,2,2,3,4,2,1,3,80,1,Y,Yes
489,32,Male,Single,4,Marketing,Human Resources,Manager,2,Travel_Rarely,Yes,12331,12,1,1,1,0,0,0,0,0,1,3,4,4,2,2,3,80,1,Y,No
490,48,Male,Divorced,2,Medical,Human Resources,Manager,1,Travel_Rarely,No,8975,13,1,4,3,21,5,5,0,5,4,1,1,3,4,3,3,80,1,Y,No
491,21,Female,Married,2,Other,Research & Development,Laboratory Technician,2,Non-Travel,No,5337,13,1,6,2,12,10,10,1,6,6,1,4,3,2,2,3,80,1,Y,No
492,37,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,No,17216,11,0,8,5,18,0,0,0,0,4,2,2,2,4,3,4,80,1,Y,Yes
493,33,Female,Married,3,Life Sciences,Sales,Sales Executive,2,Travel_Frequently,No,3371,11,1,24,2,7,5,0,0,5,1,3,1,3,1,4,3,80,1,Y,No
494,50,Male,Married,3,Life Sciences,Sales,Manager,2,Travel_Rarely,No,4627,20,2,13,1,13,13,3,2,5,2,2,1,3,4,4,3,80,1,Y,Yes
495,42,Male,Married,5,Marketing,Research & Development,Research Scientist,2,Travel_Rarely,No,4825,21,0,1,2,13,4,4,0,4,4,3,3,4,3,3,4,80,1,Y,No
496,31,Male,Married,4,Technical Degree,Research & Development,Research Scientist,4,Travel_Rarely,Yes,4621,16,1,1,4,19,0,0,0,0,4,3,4,2,2,3,4,80,1,Y,No
497,44,Male,Single,3,Medical,Research & Development,Laboratory Technician,2,Travel_Frequently,No,2587,19,1,1,4,25,0,0,0,0,0,3,3,2,1,3,3,80,1,Y,No
498,33,Male,Divorced,3,Medical,Sales,Manager,2,Non-Travel,Yes,1900,19,0,12,1,8,3,0,0,3,5,3,2,2,4,2,3,80,1,Y,No
499,45,Female,Married,2,Life Sciences,Human Resources,Manager,4,Travel_Rarely,No,6312,21,0,11,3,8,1,0,0,0,5,2,2,1,4,3,3,80,1,Y,No
500,34,Female,Single,3,Life Sciences,Human Resources,Human Resources,1,Travel_Frequently,No,3360,24,0,29,1,9,7,5,1,0,5,2,3,3,4,3,3,80,1,Y,No
501,46,Male,Married,4,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,No,15439,11,1,6,3,8,8,3,3,7,0,1,1,2,3,1,3,80,1,Y,No
502,40,Female,Married,4,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,No,4705,22,1,15,1,32,1,1,1,1,5,3,2,2,1,3,3,80,1,Y,No
503,60,Male,Single,3,Technical Degree,Research & Development,Healthcare Representative,2,Travel_Frequently,No,4226,17,1,7,3,15,15,2,2,15,0,3,3,1,2,2,3,80,1,Y,No
504,36,Male,Single,2,Marketing,Research & Development,Research Scientist,1,Travel_Frequently,No,9476,16,0,18,2,32,4,4,0,0,4,3,4,4,2,4,3,80,1,Y,No
505,40,Female,Single,2,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,No,6256,14,1,11,4,16,1,1,0,1,4,2,2,4,1,4,3,80,1,Y,No
506,32,Female,Divorced,1,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,No,4423,21,2,9,2,10,10,1,1,1,2,3,2,2,3,2,4,80,1,Y,No
507,37,Female,Married,4,Technical Degree,Human Resources,Manager,1,Travel_Rarely,No,3346,13,0,7,2,10,10,0,0,2,3,1,4,3,3,1,4,80,1,Y,No
508,18,Male,Single,2,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,No,20000,19,2,11,4,10,7,4,1,4,0,4,4,3,3,1,3,80,1,Y,No
509,41,Female,Single,3,Life Sciences,Human Resources,Manager,1,Non-Travel,No,6106,20,1,4,3,13,13,9,0,4,5,1,4,2,1,4,3,80,1,Y,No
510,49,Female,Married,4,Life Sciences,Research & Development,Manager,2,Travel_Rarely,No,9420,15,0,1,1,22,9,1,0,0,3,4,2,3,2,2,3,80,1,Y,No
511,40,Male,Married,2,Medical,Research & Development,Healthcare Representative,1,Travel_Rarely,Yes,2660,18,0,1,2,16,14,1,0,0,0,3,2,2,2,3,3,80,1,Y,No
512,25,Female,Married,3,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,No,3474,14,1,5,4,24,3,1,1,0,5,2,4,4,4,1,3,80,1,Y,No
513,29,Female,Divorced,2,Life Sciences,Human Resources,Human Resources,4,Non-Travel,No,17455,14,1,8,1,9,9,1,0,7,6,2,1,1,4,3,3,80,1,Y,No
514,18,Female,Married,3,Medical,Human Resources,Manager,3,Travel_Frequently,No,11363,16,2,1,3,40,40,0,0,1,6,1,3,4,2,4,3,80,1,Y,No
515,45,Female,Married,1,Life Sciences,Sales,Sales Representative,3,Travel_Frequently,No,6467,16,1,3,1,10,9,3,0,1,0,2,2,1,3,3,3,80,1,Y,No
516,27,Male,Married,3,Life Sciences,Sales,Sales Representative,3,Travel_Rarely,No,3909,13,0,3,2,8,0,0,0,0,5,1,3,3,3,4,3,80,1,Y,No
517,36,Female,Divorced,4,Marketing,Research & Development,Manager,2,Travel_Frequently,Yes,4270,25,0,7,5,5,5,3,3,5,2,3,4,4,3,3,4,80,1,Y,No
518,35,Male,Single,3,Technical Degree,Research & Development,Manager,1,Travel_Rarely,Yes,3275,12,1,2,1,16,6,0,0,0,2,2,3,1,2,3,3,80,1,Y,No
519,50,Female,Married,3,Life Sciences,Human Resources,Manager,2,Travel_Rarely,No,2455,21,0,1,1,13,1,0,0,0,6,4,4,3,3,3,3,80,1,Y,No
520,37,Male,Married,4,Life Sciences,Sales,Manager,2,Non-Travel,Yes,8555,19,1,1,0,23,23,3,0,4,1,2,2,3,1,4,3,80,1,Y,No
521,44,Female,Single,2,Life Sciences,Research & Development,Healthcare Representative,1,Travel_Rarely,No,6790,12,0,1,2,15,1,1,1,1,0,4,4,3,3,4,3,80,1,Y,No
522,41,Male,Single,4,Medical,Research & Development,Laboratory Technician,4,Travel_Rarely,No,7643,19,0,16,3,7,1,1,1,1,0,3,3,2,2,3,3,80,1,Y,No
523,49,Female,Married,2,Technical Degree,Human Resources,Human Resources,4,Travel_Rarely,No,4015,22,0,3,1,17,17,7,1,1,6,1,1,1,3,3,3,80,1,Y,No
524,34,Male,Single,3,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,No,5729,21,0,11,3,17,4,0,0,2,0,2,2,3,3,2,4,80,1,Y,Yes
525,53,Male,Single,2,Medical,Research & Development,Research Scientist,2,Travel_Rarely,Yes,3792,24,1,7,3,18,0,0,0,0,2,2,4,3,4,4,3,80,1,Y,No
526,19,Female,Married,1,Life Sciences,Research & Development,Laboratory Technician,2,Non-Travel,No,3176,18,0,29,4,23,6,3,0,3,5,1,4,3,1,2,3,80,1,Y,No
527,44,Male,Married,5,Life Sciences,Research & Development,Research Scientist,3,Travel_Rarely,No,13362,21,2,2,2,6,6,6,0,1,0,3,3,2,3,3,3,80,1,Y,No
528,29,Male,Single,2,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,No,5286,23,1,1,0,3,0,0,0,0,1,3,3,2,4,3,3,80,1,Y,No
529,32,Male,Divorced,3,Human Resources,Sales,Manager,1,Travel_Frequently,Yes,6663,20,1,1,2,25,25,2,1,13,4,4,4,3,2,2,3,80,1,Y,No
530,42,Male,Single,3,Medical,Human Resources,Manager,3,Non-Travel,No,8114,17,0,2,2,5,5,3,1,5,1,3,4,3,3,3,4,80,1,Y,No
531,42,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,5326,22,1,10,2,8,5,1,1,4,5,4,3,3,1,2,3,80,1,Y,No
532,42,Male,Single,4,Human Resources,Human Resources,Manager,2,Travel_Rarely,No,5678,15,0,1,1,14,5,4,0,1,4,4,4,2,4,4,3,80,1,Y,No
533,24,Male,Married,5,Life Sciences,Human Resources,Human Resources,2,Travel_Rarely,Yes,2560,23,3,2,4,20,6,1,1,3,2,4,3,2,1,4,3,80,1,Y,No
534,50,Female,Single,3,Life Sciences,Research & Development,Laboratory Technician,5,Travel_Rarely,Yes,2870,13,1,17,2,7,2,2,1,1,6,3,1,2,3,3,3,80,1,Y,No
535,28,Female,Single,1,Other,Research & Development,Healthcare Representative,4,Travel_Rarely,Yes,2783,12,0,7,2,15,2,1,1,1,5,1,1,2,2,3,3,80,1,Y,Yes
536,30,Female,Single,2,Life Sciences,Human Resources,Manager,2,Travel_Rarely,No,7067,21,1,1,1,21,5,5,2,5,3,2,4,2,2,2,3,80,1,Y,No
537,42,Male,Married,3,Human Resources,Research & Development,Healthcare Representative,1,Travel_Rarely,No,5128,18,0,1,2,11,11,1,1,1,5,3,1,3,3,4,3,80,1,Y,No
538,34,Female,Married,2,Medical,Sales,Sales Executive,2,Travel_Rarely,No,2870,12,0,1,5,8,0,0,0,0,2,2,2,3,3,3,3,80,1,Y,No
539,39,Male,Single,3,Other,Research & Development,Healthcare Representative,3,Travel_Rarely,No,6960,18,2,25,2,11,6,2,2,6,3,1,4,3,3,2,3,80,1,Y,No
540,18,Female,Divorced,4,Marketing,Sales,Manager,1,Travel_Rarely,No,6809,15,0,17,3,11,11,1,0,0,4,3,2,2,2,4,4,80,1,Y,No
541,39,Male,Single,3,Life Sciences,Human Resources,Manager,2,Travel_Rarely,No,3239,19,1,16,3,15,1,1,1,1,3,1,4,2,3,3,4,80,1,Y,No
542,38,Male,Married,2,Technical Degree,Research & Development,Research Scientist,1,Travel_Rarely,No,4833,14,3,23,3,1,0,0,0,0,4,3,4,3,2,2,3,80,1,Y,No
543,32,Female,Single,3,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,Yes,6824,18,0,6,5,17,2,1,0,2,5,1,4,4,1,4,4,80,1,Y,Yes
544,18,Male,Married,4,Marketing,Research & Development,Manufacturing Director,1,Travel_Rarely,No,2936,23,0,2,2,7,6,1,0,6,3,3,2,3,4,4,3,80,1,Y,No
545,35,Female,Married,3,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,No,6903,21,0,4,2,6,1,0,0,1,4,4,2,3,3,3,3,80,1,Y,No
546,36,Female,Married,2,Marketing,Research & Development,Research Scientist,2,Travel_Frequently,No,5887,25,0,11,3,3,3,3,0,1,5,1,4,4,1,2,3,80,1,Y,No
547,33,Male,Single,3,Marketing,Sales,Sales Executive,4,Travel_Rarely,No,2698,17,0,18,4,15,5,1,1,2,3,3,2,3,1,3,3,80,1,Y,No
548,20,Female,Single,3,Technical Degree,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,5607,22,1,5,3,15,6,1,0,6,4,4,3,1,1,4,3,80,1,Y,No
549,51,Male,Married,2,Technical Degree,Research & Development,Manager,2,Travel_Rarely,Yes,6120,18,2,6,2,7,2,2,2,0,1,2,3,3,4,2,3,80,1,Y,No
550,31,Male,Single,5,Technical Degree,Research & Development,Manager,3,Travel_Rarely,No,3375,15,1,24,2,25,3,3,0,3,0,1,2,2,4,2,3,80,1,Y,No
551,35,Male,Married,4,Medical,Research & Development,Manager,2,Travel_Rarely,Yes,3539,12,0,1,1,11,10,1,1,1,1,2,4,3,3,3,3,80,1,Y,No
552,18,Male,Single,3,Human Resources,Human Resources,Manager,1,Travel_Rarely,Yes,2683,17,1,17,3,19,19,8,0,0,2,3,3,3,4,3,3,80,1,Y,No
553,51,Male,Single,4,Marketing,Research & Development,Healthcare Representative,1,Travel_Rarely,Yes,3754,13,1,1,2,13,13,1,0,1,6,3,1,4,4,4,3,80,1,Y,No
554,32,Male,Single,3,Technical Degree,Research & Development,Manufacturing Director,3,Travel_Rarely,No,4879,25,0,5,1,5,5,0,0,0,6,1,1,2,4,4,3,80,1,Y,No
555,37,Male,Divorced,4,Other,Human Resources,Manager,3,Non-Travel,Yes,3544,23,0,2,5,3,3,3,1,3,3,3,2,3,4,4,3,80,1,Y,No
556,47,Male,Married,3,Life Sciences,Research & Development,Manufacturing Director,1,Travel_Frequently,No,2016,20,0,8,1,8,2,2,0,2,6,2,2,3,4,3,3,80,1,Y,No
557,30,Female,Married,3,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,No,3251,20,2,7,2,16,0,0,0,0,5,4,4,4,2,4,3,80,1,Y,No
558,45,Male,Single,1,Technical Degree,Sales,Sales Representative,4,Travel_Rarely,No,3826,20,1,4,1,0,0,0,0,0,4,2,1,4,1,1,4,80,1,Y,No
559,18,Male,Married,2,Life Sciences,Research & Development,Healthcare Representative,1,Non-Travel,Yes,8023,25,1,17,2,8,8,0,0,3,1,4,2,4,4,3,3,80,1,Y,No
560,41,Male,Married,3,Medical,Research & Development,Manager,3,Non-Travel,No,7022,22,1,9,1,6,2,2,2,2,1,2,4,1,2,3,3,80,1,Y,No
561,51,Male,Married,3,Technical Degree,Research & Development,Manager,2,Travel_Rarely,No,8117,21,1,11,5,2,2,2,2,2,5,3,3,3,2,4,3,80,1,Y,No
562,31,Female,Single,3,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,No,3154,20,0,1,3,40,40,1,1,1,4,3,2,2,1,3,3,80,1,Y,No
563,47,Female,Divorced,3,Human Resources,Sales,Sales Representative,2,Travel_Rarely,No,5350,23,1,19,1,17,1,1,0,1,3,3,4,2,3,3,3,80,1,Y,Yes
564,53,Female,Married,3,Other,Sales,Sales Executive,3,Travel_Rarely,No,1148,12,1,1,3,7,1,1,1,1,5,2,2,4,3,2,3,80,1,Y,No
565,34,Male,Divorced,1,Life Sciences,Research & Development,Manager,2,Travel_Rarely,Yes,6357,13,0,2,0,4,0,0,0,0,2,4,4,4,2,2,4,80,1,Y,No
566,33,Female,Single,2,Marketing,Research & Development,Healthcare Representative,2,Travel_Rarely,No,7090,24,3,1,3,12,6,0,0,4,2,2,3,2,3,4,3,80,1,Y,No
567,28,Female,Single,2,Life Sciences,Research & Development,Manufacturing Director,2,Non-Travel,No,3979,24,0,5,3,11,6,3,2,6,5,3,4,1,4,2,4,80,1,Y,No
568,32,Male,Single,2,Marketing,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,5867,14,0,19,3,20,3,1,1,3,2,3,4,2,3,3,3,80,1,Y,No
569,29,Male,Married,3,Medical,Human Resources,Human Resources,3,Travel_Frequently,No,1980,20,1,2,1,5,5,5,4,3,6,4,3,4,3,4,3,80,1,Y,No
570,28,Male,Married,4,Technical Degree,Research & Development,Manufacturing Director,1,Travel_Rarely,No,3039,23,1,4,4,10,10,1,0,8,4,3,4,2,1,2,3,80,1,Y,No
571,47,Female,Divorced,2,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Frequently,Yes,7779,21,1,16,2,11,11,2,0,1,1,2,4,1,1,2,3,80,1,Y,No
572,29,Male,Divorced,4,Medical,Research & Development,Manager,1,Travel_Rarely,Yes,6679,17,1,8,8,22,22,7,3,1,5,3,2,1,3,3,3,80,1,Y,Yes
573,39,Female,Married,5,Technical Degree,Research & Development,Manufacturing Director,2,Travel_Rarely,Yes,3838,20,1,12,0,34,12,2,2,6,2,3,2,3,4,3,3,80,1,Y,No
574,37,Male,Married,3,Life Sciences,Research & Development,Manager,2,Travel_Rarely,No,7996,25,1,2,3,15,5,1,0,0,1,4,4,4,4,3,3,80,1,Y,No
575,50,Female,Married,3,Technical Degree,Human Resources,Human Resources,3,Travel_Rarely,Yes,5339,22,0,11,3,8,1,1,1,1,5,4,3,2,3,3,3,80,1,Y,No
576,32,Male,Married,1,Other,Human Resources,Human Resources,2,Travel_Frequently,Yes,3631,11,0,2,3,1,0,0,0,0,2,3,4,3,2,3,3,80,1,Y,No
577,40,Female,Married,4,Medical,Sales,Manager,2,Travel_Rarely,Yes,4404,16,0,29,4,0,0,0,0,0,2,2,3,2,4,4,3,80,1,Y,Yes
578,44,Female,Married,2,Technical Degree,Human Resources,Human Resources,2,Travel_Rarely,No,3739,23,0,7,3,18,7,0,0,7,5,4,3,3,2,4,3,80,1,Y,No
579,50,Male,Divorced,3,Medical,Research & Development,Manufacturing Director,3,Travel_Rarely,No,2415,16,0,10,5,11,11,1,1,11,3,3,1,3,2,4,3,80,1,Y,No
580,32,Female,Married,3,Medical,Sales,Manager,2,Travel_Frequently,No,10446,18,1,1,0,8,4,4,1,2,4,4,2,2,4,3,3,80,1,Y,No
581,31,Female,Divorced,5,Life Sciences,Research & Development,Manager,4,Travel_Rarely,Yes,3495,12,0,2,3,24,0,0,0,0,3,2,3,2,4,3,3,80,1,Y,Yes
582,27,Male,Single,3,Medical,Human Resources,Manager,1,Travel_Rarely,No,2982,12,0,1,1,5,5,2,1,5,6,1,3,4,4,3,3,80,1,Y,Yes
583,57,Male,Married,1,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,No,1963,11,0,4,2,19,19,4,1,2,1,1,3,1,3,3,3,80,1,Y,No
584,49,Male,Single,3,Medical,Research & Development,Research Scientist,1,Travel_Rarely,No,1010,13,0,3,3,6,6,0,0,0,6,3,3,3,4,3,3,80,1,Y,No
585,36,Male,Single,4,Life Sciences,Research & Development,Manager,3,Travel_Frequently,No,7486,17,0,11,0,24,11,1,0,5,1,4,3,3,1,1,3,80,1,Y,Yes
586,54,Female,Divorced,3,Life Sciences,Sales,Manager,1,Travel_Rarely,No,7912,25,0,1,1,11,11,11,4,5,5,1,4,2,2,1,3,80,1,Y,No
587,36,Male,Divorced,5,Marketing,Sales,Sales Representative,2,Travel_Rarely,No,10054,18,1,12,0,18,18,0,0,1,4,3,2,3,4,4,3,80,1,Y,No
588,43,Female,Married,4,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,Yes,4494,17,0,1,4,10,10,5,5,7,2,3,3,4,3,3,3,80,1,Y,No
589,37,Male,Divorced,3,Medical,Sales,Sales Executive,4,Travel_Rarely,No,4051,19,1,2,3,23,9,7,0,3,4,3,1,3,2,4,3,80,1,Y,Yes
590,40,Male,Single,2,Life Sciences,Sales,Sales Executive,1,Travel_Rarely,No,3624,25,1,14,1,18,1,1,1,1,2,2,3,1,4,3,3,80,1,Y,No
591,39,Male,Single,1,Medical,Sales,Manager,3,Travel_Rarely,No,3827,18,0,12,1,6,0,0,0,0,0,4,2,3,4,4,4,80,1,Y,No
592,33,Male,Married,5,Other,Research & Development,Research Scientist,5,Travel_Rarely,No,9622,18,0,5,1,14,5,5,2,1,6,1,2,3,3,3,3,80,1,Y,No
593,46,Male,Divorced,5,Technical Degree,Sales,Manager,1,Travel_Rarely,No,4837,21,0,1,1,18,0,0,0,0,0,4,2,3,3,2,3,80,1,Y,No
594,43,Female,Single,2,Life Sciences,Research & Development,Laboratory Technician,5,Travel_Rarely,Yes,6166,12,0,8,2,22,22,0,0,7,4,2,1,3,4,3,3,80,1,Y,No
595,46,Male,Divorced,3,Life Sciences,Human Resources,Manager,1,Travel_Rarely,Yes,3769,11,0,4,3,7,2,0,0,2,6,3,3,1,4,3,3,80,1,Y,No
596,39,Female,Married,4,Human Resources,Research & Development,Manufacturing Director,4,Travel_Rarely,No,10856,16,1,3,0,13,13,3,1,1,0,4,4,3,4,3,3,80,1,Y,No
597,28,Male,Divorced,3,Human Resources,Research & Development,Research Scientist,5,Travel_Frequently,No,1567,17,0,9,2,11,3,2,2,3,0,2,2,3,3,2,3,80,1,Y,No
598,52,Female,Married,4,Life Sciences,Sales,Sales Representative,5,Travel_Frequently,Yes,2362,16,3,5,4,11,2,2,0,1,6,1,4,2,2,3,3,80,1,Y,No
599,34,Female,Married,1,Technical Degree,Sales,Sales Executive,2,Travel_Rarely,Yes,6172,17,0,1,1,19,19,12,3,0,6,3,3,3,3,3,3,80,1,Y,No
600,40,Male,Married,5,Life Sciences,Sales,Sales Representative,4,Travel_Rarely,No,14049,18,1,22,3,3,3,2,1,0,1,3,2,2,2,3,3,80,1,Y,No
601,42,Male,Divorced,3,Medical,Sales,Manager,1,Travel_Rarely,No,4293,12,1,13,1,5,3,3,0,1,2,3,1,2,1,3,3,80,1,Y,No
602,40,Male,Single,3,Life Sciences,Sales,Manager,2,Non-Travel,No,2964,11,0,1,1,7,0,0,0,0,5,2,2,4,2,4,3,80,1,Y,No
603,45,Male,Divorced,3,Other,Sales,Manager,2,Travel_Frequently,No,8958,20,0,6,0,14,7,0,0,7,0,1,4,2,2,3,3,80,1,Y,No
604,46,Male,Divorced,3,Marketing,Sales,Sales Representative,2,Travel_Rarely,No,5968,18,1,1,4,2,2,2,1,1,3,2,2,2,1,4,3,80,1,Y,No
605,34,Female,Single,3,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,No,10658,18,2,16,1,12,6,2,1,1,6,1,1,3,3,3,3,80,1,Y,No
606,51,Male,Single,3,Marketing,Research & Development,Manager,1,Travel_Rarely,No,2266,24,0,8,3,17,6,1,1,5,1,4,2,4,3,3,3,80,1,Y,No
607,34,Female,Married,3,Life Sciences,Sales,Sales Executive,5,Travel_Rarely,No,10168,18,0,1,1,11,8,1,0,1,2,1,3,4,2,2,4,80,1,Y,No
608,40,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Frequently,No,1940,24,0,1,1,11,9,3,3,4,1,2,3,3,3,4,3,80,1,Y,No
609,33,Male,Married,3,Medical,Research & Development,Healthcare Representative,4,Travel_Rarely,No,4134,20,0,1,4,8,5,3,3,2,3,1,2,1,3,2,3,80,1,Y,No
610,30,Female,Single,5,Medical,Research & Development,Laboratory Technician,3,Travel_Frequently,No,6295,17,2,6,3,11,2,2,0,0,5,1,3,4,1,4,4,80,1,Y,No
611,46,Male,Married,1,Life Sciences,Sales,Sales Representative,3,Travel_Rarely,No,5495,12,1,11,1,12,12,7,4,5,2,3,3,3,3,3,3,80,1,Y,No
612,60,Female,Married,3,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,Yes,9286,14,0,1,0,9,2,0,0,0,4,3,1,3,3,2,3,80,1,Y,No
613,33,Male,Single,1,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,1642,19,0,2,5,7,4,4,1,1,4,1,2,4,4,3,3,80,1,Y,No
614,47,Female,Married,3,Medical,Sales,Sales Executive,2,Travel_Rarely,Yes,5348,18,0,3,5,9,3,0,0,1,1,1,3,3,2,4,3,80,1,Y,No
615,34,Female,Single,2,Life Sciences,Human Resources,Manager,1,Non-Travel,Yes,10094,14,2,2,5,13,13,0,0,2,5,1,3,1,3,2,3,80,1,Y,No
616,36,Female,Single,5,Life Sciences,Human Resources,Manager,2,Travel_Rarely,Yes,5092,18,2,4,0,3,3,0,0,3,4,4,4,4,3,3,3,80,1,Y,No
617,52,Female,Married,1,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,No,2476,20,0,7,5,3,3,3,1,2,6,3,3,3,3,3,3,80,1,Y,No
618,27,Male,Divorced,3,Life Sciences,Sales,Sales Representative,1,Travel_Rarely,No,8995,23,0,10,5,11,8,0,0,3,2,1,2,2,4,3,3,80,1,Y,No
619,24,Male,Single,4,Medical,Research & Development,Manager,2,Travel_Rarely,No,3330,16,2,29,3,15,6,1,1,3,3,3,2,2,3,4,3,80,1,Y,No
620,36,Male,Married,2,Human Resources,Research & Development,Research Scientist,2,Travel_Rarely,Yes,2997,21,0,24,6,23,0,0,0,0,3,3,3,3,2,1,4,80,1,Y,No
621,42,Male,Single,4,Life Sciences,Sales,Manager,1,Non-Travel,No,2779,19,0,7,1,19,4,1,1,4,4,4,4,2,3,3,4,80,1,Y,No
622,41,Male,Single,4,Marketing,Sales,Manager,3,Travel_Rarely,No,4362,11,0,11,1,18,9,9,3,9,0,4,1,2,4,3,3,80,1,Y,No
623,40,Female,Married,3,Life Sciences,Research & Development,Manufacturing Director,3,Travel_Rarely,No,5485,16,0,27,4,33,33,18,0,3,0,2,4,3,4,2,3,80,1,Y,Yes
624,37,Male,Married,2,Life Sciences,Research & Development,Manager,5,Travel_Frequently,No,2295,21,0,1,3,11,6,4,0,0,5,1,3,4,4,2,4,80,1,Y,No
625,44,Female,Single,2,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,2596,14,3,1,3,4,3,3,2,2,0,2,2,3,1,3,3,80,1,Y,No
626,18,Female,Divorced,2,Marketing,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,3239,13,1,1,3,3,1,1,0,0,4,4,3,4,3,3,3,80,1,Y,No
627,30,Female,Single,2,Technical Degree,Research & Development,Manager,2,Travel_Rarely,No,2771,15,0,7,2,14,14,5,0,2,4,4,1,4,3,1,3,80,1,Y,No
628,36,Female,Divorced,1,Marketing,Research & Development,Healthcare Representative,4,Travel_Rarely,Yes,5024,20,0,12,1,11,11,5,2,0,4,3,3,3,2,1,3,80,1,Y,No
629,43,Female,Divorced,4,Life Sciences,Sales,Sales Representative,2,Non-Travel,No,6104,21,1,4,1,10,1,0,0,1,6,2,3,2,1,2,3,80,1,Y,No
630,50,Male,Married,3,Marketing,Sales,Sales Representative,2,Travel_Rarely,No,5621,18,0,7,5,1,1,1,1,0,2,2,1,4,4,3,3,80,1,Y,No
631,29,Female,Single,3,Technical Degree,Research & Development,Manufacturing Director,1,Travel_Rarely,Yes,5626,25,0,6,4,14,8,1,1,8,0,2,4,3,3,1,3,80,1,Y,Yes
632,50,Female,Married,2,Medical,Human Resources,Manager,1,Travel_Rarely,Yes,13394,21,0,1,4,2,2,1,1,0,1,2,4,1,3,3,3,80,1,Y,No
633,32,Male,Married,3,Other,Research & Development,Manager,1,Travel_Rarely,No,6337,20,1,3,3,2,2,1,0,2,5,3,1,2,3,2,4,80,1,Y,No
634,35,Male,Divorced,3,Life Sciences,Research & Development,Manager,3,Travel_Rarely,No,7866,16,0,1,2,16,1,1,1,1,2,1,2,4,2,4,3,80,1,Y,No
635,42,Male,Married,4,Technical Degree,Sales,Sales Representative,3,Travel_Rarely,No,3832,11,0,1,2,18,2,2,1,1,5,2,1,1,4,2,3,80,1,Y,No
636,35,Male,Married,2,Life Sciences,Research & Development,Manager,2,Travel_Frequently,Yes,8659,16,0,15,2,10,3,0,0,3,5,3,4,2,3,3,3,80,1,Y,No
637,46,Female,Divorced,4,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,3724,17,0,15,2,9,9,1,1,1,2,1,2,3,3,3,3,80,1,Y,Yes
638,33,Male,Divorced,3,Marketing,Sales,Sales Representative,2,Travel_Rarely,Yes,6290,23,3,14,3,16,2,2,0,2,4,1,3,4,1,3,3,80,1,Y,No
639,33,Male,Married,5,Life Sciences,Sales,Sales Representative,3,Travel_Rarely,Yes,2158,16,1,11,0,4,2,0,0,2,4,2,2,3,3,1,3,80,1,Y,No
640,46,Male,Divorced,1,Other,Research & Development,Healthcare Representative,4,Travel_Rarely,No,5430,13,0,14,2,9,2,0,0,0,2,4,2,2,1,4,3,80,1,Y,No
641,30,Male,Married,1,Life Sciences,Sales,Sales Executive,4,Travel_Rarely,Yes,2737,21,0,10,4,21,4,4,2,4,4,4,4,1,1,3,3,80,1,Y,No
642,39,Male,Married,3,Life Sciences,Research & Development,Manager,1,Travel_Rarely,No,8618,19,1,9,0,14,1,1,0,0,0,1,4,3,3,2,3,80,1,Y,No
