EmployeeNumber,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,BusinessTravel,OverTime,MonthlyIncome,PercentSalaryHike,StockOptionLevel,DistanceFromHome,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,JobInvolvement,PerformanceRating,Attrition,AttritionBinary,AgeBand,SalaryBand,TenureBand,JobSatisfactionLabel,WLBLabel,RiskScore,RiskCategory
405,38,Male,Married,3,Other,Research & Development,Manager,1,Travel_Rarely,No,12884,16,0,19,2,7,7,1,1,1,3,4,2,4,3,3,3,No,0,36-45,Very High (>10K),6-10 yrs,4-Very High,4-Best,2,Medium Risk
406,36,Male,Single,3,Medical,Human Resources,Human Resources,1,Travel_Frequently,Yes,5415,12,0,3,4,9,1,0,0,0,0,2,3,3,2,4,4,No,0,36-45,Mid (3-6K),0-2 yrs,2-Medium,3-Better,4,High Risk
407,43,Female,Single,5,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,No,2883,11,0,5,1,12,6,0,0,6,6,2,1,3,2,3,3,No,0,36-45,Low (<3K),6-10 yrs,2-Medium,3-Better,2,Medium Risk
408,44,Female,Single,4,Life Sciences,Sales,Sales Executive,3,Non-Travel,Yes,7111,18,1,20,3,16,8,8,0,2,4,1,1,4,4,2,3,No,0,36-45,High (6-10K),6-10 yrs,1-Low,4-Best,3,Medium Risk
409,39,Female,Single,3,Other,Human Resources,Human Resources,4,Travel_Frequently,No,1311,20,1,2,3,20,0,0,0,0,4,1,4,2,1,3,3,No,0,36-45,Low (<3K),0-2 yrs,1-Low,2-Good,3,Medium Risk
410,33,Female,Married,3,Life Sciences,Sales,Sales Executive,4,Travel_Frequently,No,1237,25,0,22,2,8,4,4,1,4,3,2,3,3,2,4,3,No,0,26-35,Low (<3K),3-5 yrs,2-Medium,3-Better,3,Medium Risk
411,41,Male,Single,1,Technical Degree,Research & Development,Healthcare Representative,2,Non-Travel,No,6001,14,0,15,2,2,2,2,0,2,3,1,3,3,1,1,3,No,0,36-45,High (6-10K),0-2 yrs,1-Low,3-Better,3,Medium Risk
412,49,Female,Married,1,Medical,Human Resources,Human Resources,4,Travel_Rarely,No,1203,12,0,29,2,9,9,3,0,3,2,3,2,3,2,4,3,Yes,1,46-60,Low (<3K),6-10 yrs,3-High,3-Better,2,Medium Risk
413,36,Female,Single,2,Medical,Human Resources,Human Resources,2,Travel_Rarely,No,2232,14,0,3,0,28,1,0,0,1,6,3,2,2,4,4,3,Yes,1,36-45,Low (<3K),0-2 yrs,3-High,2-Good,3,Medium Risk
414,34,Female,Single,2,Marketing,Research & Development,Manager,2,Non-Travel,No,3912,21,1,2,0,24,15,2,0,2,2,4,1,3,1,3,4,No,0,26-35,Mid (3-6K),10+ yrs,4-Very High,3-Better,0,Low Risk
415,40,Male,Divorced,5,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Frequently,No,3188,12,0,3,1,14,3,3,1,1,0,3,4,2,3,4,3,No,0,36-45,Mid (3-6K),3-5 yrs,3-High,2-Good,2,Medium Risk
416,37,Male,Married,3,Medical,Research & Development,Manager,1,Travel_Rarely,No,4497,21,3,27,3,7,1,0,0,1,0,2,3,2,2,2,3,No,0,36-45,Mid (3-6K),0-2 yrs,2-Medium,2-Good,4,High Risk
417,24,Female,Single,4,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,No,9582,15,0,3,4,10,4,4,0,4,0,2,1,2,3,4,3,No,0,18-25,High (6-10K),3-5 yrs,2-Medium,2-Good,3,Medium Risk
418,39,Male,Married,4,Medical,Research & Development,Healthcare Representative,3,Travel_Rarely,No,5670,17,2,7,1,24,3,1,1,0,1,3,4,3,4,2,3,No,0,36-45,Mid (3-6K),3-5 yrs,3-High,3-Better,0,Low Risk
419,24,Male,Single,4,Life Sciences,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,2970,16,0,4,3,12,3,2,2,3,3,3,3,1,2,3,3,No,0,18-25,Low (<3K),3-5 yrs,3-High,1-Bad,3,Medium Risk
420,40,Female,Single,2,Life Sciences,Research & Development,Healthcare Representative,4,Travel_Rarely,No,11077,12,1,4,2,7,6,3,0,4,4,1,4,3,1,3,3,No,0,36-45,Very High (>10K),6-10 yrs,1-Low,3-Better,1,Low Risk
421,29,Male,Single,3,Technical Degree,Research & Development,Healthcare Representative,1,Travel_Frequently,Yes,2085,21,1,1,0,21,5,5,2,0,3,4,1,2,2,3,4,Yes,1,26-35,Low (<3K),3-5 yrs,4-Very High,2-Good,2,Medium Risk
422,37,Female,Divorced,3,Medical,Research & Development,Laboratory Technician,2,Travel_Rarely,Yes,5614,23,1,6,1,1,1,0,0,1,3,1,1,1,3,3,3,Yes,1,36-45,Mid (3-6K),0-2 yrs,1-Low,1-Bad,4,High Risk
423,40,Male,Married,5,Life Sciences,Sales,Manager,2,Travel_Rarely,No,1950,14,1,17,0,2,0,0,0,0,0,1,1,2,3,4,3,No,0,36-45,Low (<3K),0-2 yrs,1-Low,2-Good,4,High Risk
424,59,Female,Divorced,4,Medical,Research & Development,Research Scientist,2,Travel_Rarely,Yes,5718,18,3,1,2,9,9,3,1,4,3,1,2,2,4,3,3,Yes,1,46-60,Mid (3-6K),6-10 yrs,1-Low,2-Good,3,Medium Risk
425,43,Male,Divorced,2,Medical,Sales,Sales Executive,5,Travel_Rarely,No,4059,22,1,19,1,19,5,0,0,0,1,4,4,3,1,4,3,No,0,36-45,Mid (3-6K),3-5 yrs,4-Very High,3-Better,1,Low Risk
426,49,Female,Divorced,3,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,No,9408,24,1,9,0,6,3,3,0,1,5,3,3,3,4,3,3,Yes,1,46-60,High (6-10K),3-5 yrs,3-High,3-Better,0,Low Risk
427,53,Male,Married,3,Human Resources,Research & Development,Manager,2,Travel_Rarely,No,7573,24,2,8,2,11,11,1,1,0,4,4,3,4,1,3,3,No,0,46-60,High (6-10K),10+ yrs,4-Very High,4-Best,0,Low Risk
428,41,Female,Married,2,Marketing,Human Resources,Manager,2,Travel_Rarely,No,3455,17,1,8,3,5,3,0,0,1,5,2,4,4,1,4,3,No,0,36-45,Mid (3-6K),3-5 yrs,2-Medium,4-Best,1,Low Risk
429,39,Male,Married,4,Life Sciences,Research & Development,Laboratory Technician,3,Travel_Rarely,No,3079,17,1,3,3,11,11,0,0,2,0,3,2,3,3,4,3,No,0,36-45,Mid (3-6K),10+ yrs,3-High,3-Better,0,Low Risk
430,27,Male,Single,4,Medical,Sales,Sales Executive,2,Travel_Rarely,Yes,4068,22,0,4,4,10,2,2,2,2,6,2,4,4,4,3,3,No,0,26-35,Mid (3-6K),0-2 yrs,2-Medium,4-Best,4,High Risk
431,35,Male,Married,4,Life Sciences,Sales,Sales Representative,2,Travel_Rarely,No,15143,22,2,14,1,12,0,0,0,0,2,4,4,1,2,4,3,No,0,26-35,Very High (>10K),0-2 yrs,4-Very High,1-Bad,2,Medium Risk
432,30,Female,Married,3,Life Sciences,Research & Development,Manager,3,Travel_Rarely,No,12983,14,1,3,4,18,18,2,1,1,6,1,3,3,2,3,3,No,0,26-35,Very High (>10K),10+ yrs,1-Low,3-Better,1,Low Risk
433,33,Male,Divorced,3,Human Resources,Research & Development,Research Scientist,1,Travel_Rarely,No,2749,11,1,5,2,8,3,0,0,0,6,2,1,3,3,3,3,No,0,26-35,Low (<3K),3-5 yrs,2-Medium,3-Better,1,Low Risk
434,53,Male,Married,3,Medical,Sales,Sales Executive,5,Non-Travel,No,7943,17,0,1,4,11,11,0,0,3,5,1,3,2,4,4,4,Yes,1,46-60,High (6-10K),10+ yrs,1-Low,2-Good,3,Medium Risk
435,38,Male,Married,4,Human Resources,Sales,Sales Executive,4,Travel_Rarely,No,1739,16,1,11,2,11,2,0,0,2,4,4,2,1,4,4,3,Yes,1,36-45,Low (<3K),0-2 yrs,4-Very High,1-Bad,2,Medium Risk
436,29,Male,Married,4,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,No,3757,18,1,4,2,12,7,2,0,7,5,3,4,2,2,2,3,No,0,26-35,Mid (3-6K),6-10 yrs,3-High,2-Good,1,Low Risk
437,49,Female,Single,1,Life Sciences,Sales,Sales Executive,3,Travel_Rarely,No,2817,21,1,6,6,14,14,1,1,6,2,2,1,3,3,1,3,No,0,46-60,Low (<3K),10+ yrs,2-Medium,3-Better,1,Low Risk
438,45,Male,Married,3,Life Sciences,Research & Development,Research Scientist,3,Travel_Frequently,Yes,9335,23,0,1,2,0,0,0,0,0,2,2,3,3,2,3,3,No,0,36-45,High (6-10K),0-2 yrs,2-Medium,3-Better,4,High Risk
439,46,Female,Married,1,Life Sciences,Research & Development,Laboratory Technician,4,Travel_Rarely,No,2265,15,0,29,3,12,12,6,3,0,3,4,3,3,3,4,3,No,0,46-60,Low (<3K),10+ yrs,4-Very High,3-Better,2,Medium Risk
440,18,Male,Married,4,Marketing,Sales,Sales Executive,1,Travel_Rarely,No,6358,18,0,3,2,17,5,3,0,5,4,4,1,3,2,2,3,No,0,18-25,High (6-10K),3-5 yrs,4-Very High,3-Better,1,Low Risk
441,54,Male,Married,2,Medical,Sales,Sales Executive,3,Travel_Rarely,Yes,4916,20,1,9,4,10,6,0,0,0,1,3,2,3,1,4,4,No,0,46-60,Mid (3-6K),6-10 yrs,3-High,3-Better,1,Low Risk
442,31,Male,Single,3,Medical,Human Resources,Manager,1,Travel_Rarely,No,4423,21,0,7,1,20,5,2,2,3,3,2,1,4,4,3,3,No,0,26-35,Mid (3-6K),3-5 yrs,2-Medium,4-Best,2,Medium Risk
443,44,Male,Married,3,Medical,Research & Development,Laboratory Technician,1,Travel_Rarely,No,13399,24,1,13,3,15,14,0,0,2,2,1,3,2,3,3,3,No,0,36-45,Very High (>10K),10+ yrs,1-Low,2-Good,2,Medium Risk
444,59,Male,Married,4,Marketing,Research & Development,Laboratory Technician,3,Travel_Rarely,No,14126,18,1,3,1,6,0,0,0,0,5,4,4,4,1,2,3,No,0,46-60,Very High (>10K),0-2 yrs,4-Very High,4-Best,1,Low Risk
445,56,Male,Married,3,Human Resources,Research & Development,Healthcare Representative,3,Travel_Frequently,Yes,4506,19,3,12,2,22,2,1,1,0,4,2,2,3,4,4,3,No,0,46-60,Mid (3-6K),0-2 yrs,2-Medium,3-Better,3,Medium Risk
446,28,Female,Married,3,Medical,Human Resources,Manager,2,Travel_Rarely,No,3993,11,0,4,6,14,14,0,0,2,3,2,4,3,3,2,3,Yes,1,26-35,Mid (3-6K),10+ yrs,2-Medium,3-Better,2,Medium Risk
447,23,Male,Single,3,Technical Degree,Human Resources,Human Resources,2,Travel_Rarely,Yes,1989,13,0,4,1,9,9,0,0,0,4,3,2,3,2,3,3,No,0,18-25,Low (<3K),6-10 yrs,3-High,3-Better,2,Medium Risk
448,49,Male,Single,3,Medical,Research & Development,Healthcare Representative,3,Travel_Rarely,No,4902,22,1,10,2,13,0,0,0,0,5,4,3,3,3,3,3,No,0,46-60,Mid (3-6K),0-2 yrs,4-Very High,3-Better,1,Low Risk
449,38,Male,Married,4,Marketing,Research & Development,Manufacturing Director,4,Travel_Frequently,Yes,15866,22,1,13,2,5,5,5,0,4,0,2,4,2,3,3,3,No,0,36-45,Very High (>10K),3-5 yrs,2-Medium,2-Good,3,Medium Risk
450,32,Male,Married,3,Human Resources,Sales,Manager,2,Travel_Rarely,No,4549,21,0,9,2,10,5,0,0,5,1,3,2,3,2,2,3,No,0,26-35,Mid (3-6K),3-5 yrs,3-High,3-Better,1,Low Risk
451,42,Male,Married,3,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,No,7610,16,1,20,6,3,3,0,0,3,1,4,4,4,4,3,3,No,0,36-45,High (6-10K),3-5 yrs,4-Very High,4-Best,1,Low Risk
452,35,Male,Divorced,3,Medical,Research & Development,Manufacturing Director,4,Travel_Rarely,No,2124,23,1,3,3,11,2,2,2,2,1,2,3,3,3,3,3,No,0,26-35,Low (<3K),0-2 yrs,2-Medium,3-Better,2,Medium Risk
453,43,Female,Single,1,Other,Research & Development,Research Scientist,2,Travel_Rarely,Yes,3786,14,0,20,3,14,8,3,0,0,2,2,2,1,4,3,3,Yes,1,36-45,Mid (3-6K),6-10 yrs,2-Medium,1-Bad,5,High Risk
454,37,Female,Single,4,Medical,Human Resources,Human Resources,1,Travel_Frequently,No,6486,18,0,1,2,16,1,0,0,0,2,4,4,1,3,2,3,No,0,36-45,High (6-10K),0-2 yrs,4-Very High,1-Bad,3,Medium Risk
455,43,Female,Married,2,Technical Degree,Sales,Sales Executive,3,Travel_Frequently,No,5237,20,2,9,3,11,11,1,0,0,1,4,1,4,3,4,3,No,0,36-45,Mid (3-6K),10+ yrs,4-Very High,4-Best,0,Low Risk
456,28,Male,Married,4,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,No,8061,24,0,7,5,11,11,1,1,11,4,4,1,1,1,3,3,No,0,26-35,High (6-10K),10+ yrs,4-Very High,1-Bad,2,Medium Risk
457,49,Male,Married,3,Medical,Sales,Manager,2,Travel_Rarely,No,3423,24,0,6,2,14,3,0,0,2,0,3,3,1,3,4,3,No,0,46-60,Mid (3-6K),3-5 yrs,3-High,1-Bad,2,Medium Risk
458,43,Female,Divorced,3,Human Resources,Research & Development,Manager,4,Travel_Rarely,No,1719,11,0,3,3,7,2,1,1,2,2,2,4,3,3,3,4,No,0,36-45,Low (<3K),0-2 yrs,2-Medium,3-Better,3,Medium Risk
459,42,Female,Divorced,2,Medical,Sales,Manager,2,Travel_Rarely,No,9635,25,1,6,2,6,2,0,0,2,5,4,4,4,1,4,3,No,0,36-45,High (6-10K),0-2 yrs,4-Very High,4-Best,1,Low Risk
460,26,Male,Single,1,Medical,Sales,Sales Executive,1,Travel_Rarely,Yes,2802,22,1,1,3,10,4,4,4,3,3,2,1,2,3,3,3,No,0,26-35,Low (<3K),3-5 yrs,2-Medium,2-Good,3,Medium Risk
461,52,Male,Divorced,3,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,Yes,6660,15,0,4,1,9,8,8,0,8,3,4,4,3,1,3,3,Yes,1,46-60,High (6-10K),6-10 yrs,4-Very High,3-Better,2,Medium Risk
462,36,Male,Single,3,Life Sciences,Research & Development,Manager,1,Travel_Rarely,No,6441,24,0,1,4,13,3,3,3,1,2,4,3,3,4,3,3,No,0,36-45,High (6-10K),3-5 yrs,4-Very High,3-Better,1,Low Risk
463,43,Female,Married,1,Medical,Research & Development,Manager,2,Travel_Frequently,Yes,1811,14,0,7,2,14,6,1,0,2,1,3,4,1,4,3,4,No,0,36-45,Low (<3K),6-10 yrs,3-High,1-Bad,3,Medium Risk
464,34,Female,Married,4,Technical Degree,Research & Development,Research Scientist,2,Travel_Rarely,No,9223,22,1,1,2,18,3,3,2,3,4,4,2,4,3,3,4,No,0,26-35,High (6-10K),3-5 yrs,4-Very High,4-Best,0,Low Risk
465,39,Male,Married,3,Human Resources,Human Resources,Human Resources,3,Non-Travel,No,3498,11,0,1,4,8,2,2,0,2,0,4,3,3,1,3,3,No,0,36-45,Mid (3-6K),0-2 yrs,4-Very High,3-Better,2,Medium Risk
466,39,Male,Single,2,Medical,Research & Development,Manufacturing Director,3,Travel_Frequently,No,5079,20,2,1,1,18,0,0,0,0,3,1,4,3,3,4,4,No,0,36-45,Mid (3-6K),0-2 yrs,1-Low,3-Better,2,Medium Risk
467,18,Male,Married,4,Technical Degree,Sales,Sales Executive,2,Travel_Rarely,Yes,3964,16,0,4,1,15,0,0,0,0,2,3,2,4,3,3,3,No,0,18-25,Mid (3-6K),0-2 yrs,3-High,4-Best,3,Medium Risk
468,42,Male,Married,5,Marketing,Human Resources,Human Resources,1,Travel_Rarely,Yes,13011,25,0,16,2,17,1,1,0,1,4,1,4,4,4,2,4,No,0,36-45,Very High (>10K),0-2 yrs,1-Low,4-Best,5,High Risk
469,54,Male,Single,2,Marketing,Sales,Manager,2,Non-Travel,No,11004,20,0,21,2,3,3,1,1,0,1,3,2,3,1,4,3,No,0,46-60,Very High (>10K),3-5 yrs,3-High,3-Better,2,Medium Risk
470,41,Female,Single,4,Marketing,Human Resources,Manager,3,Travel_Frequently,No,1656,23,2,1,1,13,13,2,0,9,0,1,2,2,4,3,3,No,0,36-45,Low (<3K),10+ yrs,1-Low,2-Good,2,Medium Risk
471,28,Male,Married,3,Medical,Sales,Manager,1,Travel_Rarely,No,19059,25,1,9,0,26,11,1,1,0,0,2,4,4,1,3,4,No,0,26-35,Very High (>10K),10+ yrs,2-Medium,4-Best,1,Low Risk
472,42,Female,Married,5,Medical,Human Resources,Manager,3,Travel_Rarely,Yes,3271,13,3,10,5,2,2,0,0,2,3,4,4,3,4,4,3,No,0,36-45,Mid (3-6K),0-2 yrs,4-Very High,3-Better,2,Medium Risk
473,46,Male,Married,2,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,Yes,17351,21,0,6,4,25,1,1,1,1,6,4,2,4,4,4,3,No,0,46-60,Very High (>10K),0-2 yrs,4-Very High,4-Best,3,Medium Risk
474,41,Female,Single,5,Technical Degree,Human Resources,Human Resources,4,Non-Travel,Yes,4214,25,0,9,2,24,1,1,0,1,3,2,1,4,4,2,3,Yes,1,36-45,Mid (3-6K),0-2 yrs,2-Medium,4-Best,4,High Risk
475,36,Female,Divorced,3,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Frequently,No,4005,21,1,2,4,16,2,2,2,2,5,3,4,2,3,1,4,No,0,36-45,Mid (3-6K),0-2 yrs,3-High,2-Good,2,Medium Risk
476,34,Male,Single,3,Life Sciences,Human Resources,Human Resources,4,Non-Travel,No,4236,15,1,6,3,4,4,4,4,4,2,3,4,4,3,1,3,No,0,26-35,Mid (3-6K),3-5 yrs,3-High,4-Best,0,Low Risk
477,34,Female,Divorced,3,Medical,Sales,Sales Representative,3,Travel_Frequently,Yes,3864,16,1,4,1,9,4,1,1,4,6,4,3,3,4,3,3,No,0,26-35,Mid (3-6K),3-5 yrs,4-Very High,3-Better,1,Low Risk
478,43,Male,Married,2,Other,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,20000,14,0,1,2,17,1,0,0,1,0,3,3,3,3,3,3,No,0,36-45,Very High (>10K),0-2 yrs,3-High,3-Better,3,Medium Risk
479,24,Male,Married,3,Technical Degree,Human Resources,Human Resources,3,Travel_Rarely,No,4694,20,0,8,1,0,0,0,0,0,1,3,4,1,2,3,3,No,0,18-25,Mid (3-6K),0-2 yrs,3-High,1-Bad,3,Medium Risk
480,33,Male,Divorced,3,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,No,4099,20,0,6,1,16,0,0,0,0,1,4,1,4,4,3,3,No,0,26-35,Mid (3-6K),0-2 yrs,4-Very High,4-Best,2,Medium Risk
481,51,Male,Single,2,Marketing,Research & Development,Manufacturing Director,3,Travel_Rarely,No,5147,22,1,2,4,11,1,1,1,0,6,2,4,3,2,3,3,No,0,46-60,Mid (3-6K),0-2 yrs,2-Medium,3-Better,2,Medium Risk
482,51,Female,Single,2,Human Resources,Research & Development,Manufacturing Director,3,Travel_Rarely,Yes,2750,16,1,5,3,8,8,0,0,0,2,4,2,3,3,2,3,Yes,1,46-60,Low (<3K),6-10 yrs,4-Very High,3-Better,1,Low Risk
483,23,Male,Married,3,Medical,Research & Development,Healthcare Representative,1,Non-Travel,No,12813,17,1,13,2,2,1,1,1,1,0,4,3,4,2,4,3,No,0,18-25,Very High (>10K),0-2 yrs,4-Very High,4-Best,1,Low Risk
484,26,Female,Single,3,Medical,Research & Development,Manufacturing Director,2,Non-Travel,No,2033,12,0,14,2,22,4,0,0,2,3,4,3,3,1,4,3,No,0,26-35,Low (<3K),3-5 yrs,4-Very High,3-Better,1,Low Risk
485,34,Female,Married,3,Medical,Research & Development,Manufacturing Director,1,Travel_Rarely,Yes,3400,24,1,9,3,17,6,6,1,5,5,2,3,3,3,2,3,No,0,26-35,Mid (3-6K),6-10 yrs,2-Medium,3-Better,2,Medium Risk
486,45,Male,Single,3,Life Sciences,Human Resources,Manager,3,Travel_Rarely,Yes,8621,25,0,5,2,15,15,4,0,0,1,2,3,4,3,2,3,No,0,36-45,High (6-10K),10+ yrs,2-Medium,4-Best,3,Medium Risk
487,20,Male,Divorced,1,Human Resources,Sales,Sales Executive,1,Travel_Rarely,No,5041,17,0,7,6,15,15,1,1,1,4,4,4,3,2,3,3,No,0,18-25,Mid (3-6K),10+ yrs,4-Very High,3-Better,1,Low Risk
488,36,Male,Married,3,Technical Degree,Sales,Sales Executive,3,Travel_Rarely,Yes,6833,17,3,4,0,9,9,8,3,8,2,2,3,4,2,1,3,Yes,1,36-45,High (6-10K),6-10 yrs,2-Medium,4-Best,2,Medium Risk
489,32,Male,Single,4,Marketing,Human Resources,Manager,2,Travel_Rarely,Yes,12331,12,1,1,1,0,0,0,0,0,1,3,4,4,2,2,3,No,0,26-35,Very High (>10K),0-2 yrs,3-High,4-Best,2,Medium Risk
490,48,Male,Divorced,2,Medical,Human Resources,Manager,1,Travel_Rarely,No,8975,13,1,4,3,21,5,5,0,5,4,1,1,3,4,3,3,No,0,46-60,High (6-10K),3-5 yrs,1-Low,3-Better,1,Low Risk
491,21,Female,Married,2,Other,Research & Development,Laboratory Technician,2,Non-Travel,No,5337,13,1,6,2,12,10,10,1,6,6,1,4,3,2,2,3,No,0,18-25,Mid (3-6K),6-10 yrs,1-Low,3-Better,1,Low Risk
492,37,Male,Married,3,Life Sciences,Research & Development,Healthcare Representative,2,Travel_Rarely,No,17216,11,0,8,5,18,0,0,0,0,4,2,2,2,4,3,4,Yes,1,36-45,Very High (>10K),0-2 yrs,2-Medium,2-Good,4,High Risk
493,33,Female,Married,3,Life Sciences,Sales,Sales Executive,2,Travel_Frequently,No,3371,11,1,24,2,7,5,0,0,5,1,3,1,3,1,4,3,No,0,26-35,Mid (3-6K),3-5 yrs,3-High,3-Better,1,Low Risk
494,50,Male,Married,3,Life Sciences,Sales,Manager,2,Travel_Rarely,No,4627,20,2,13,1,13,13,3,2,5,2,2,1,3,4,4,3,Yes,1,46-60,Mid (3-6K),10+ yrs,2-Medium,3-Better,1,Low Risk
495,42,Male,Married,5,Marketing,Research & Development,Research Scientist,2,Travel_Rarely,No,4825,21,0,1,2,13,4,4,0,4,4,3,3,4,3,3,4,No,0,36-45,Mid (3-6K),3-5 yrs,3-High,4-Best,1,Low Risk
496,31,Male,Married,4,Technical Degree,Research & Development,Research Scientist,4,Travel_Rarely,Yes,4621,16,1,1,4,19,0,0,0,0,4,3,4,2,2,3,4,No,0,26-35,Mid (3-6K),0-2 yrs,3-High,2-Good,3,Medium Risk
497,44,Male,Single,3,Medical,Research & Development,Laboratory Technician,2,Travel_Frequently,No,2587,19,1,1,4,25,0,0,0,0,0,3,3,2,1,3,3,No,0,36-45,Low (<3K),0-2 yrs,3-High,2-Good,2,Medium Risk
498,33,Male,Divorced,3,Medical,Sales,Manager,2,Non-Travel,Yes,1900,19,0,12,1,8,3,0,0,3,5,3,2,2,4,2,3,No,0,26-35,Low (<3K),3-5 yrs,3-High,2-Good,3,Medium Risk
499,45,Female,Married,2,Life Sciences,Human Resources,Manager,4,Travel_Rarely,No,6312,21,0,11,3,8,1,0,0,0,5,2,2,1,4,3,3,No,0,36-45,High (6-10K),0-2 yrs,2-Medium,1-Bad,4,High Risk
500,34,Female,Single,3,Life Sciences,Human Resources,Human Resources,1,Travel_Frequently,No,3360,24,0,29,1,9,7,5,1,0,5,2,3,3,4,3,3,No,0,26-35,Mid (3-6K),6-10 yrs,2-Medium,3-Better,3,Medium Risk
501,46,Male,Married,4,Life Sciences,Research & Development,Research Scientist,2,Travel_Rarely,No,15439,11,1,6,3,8,8,3,3,7,0,1,1,2,3,1,3,No,0,46-60,Very High (>10K),6-10 yrs,1-Low,2-Good,2,Medium Risk
502,40,Female,Married,4,Medical,Research & Development,Healthcare Representative,2,Travel_Rarely,No,4705,22,1,15,1,32,1,1,1,1,5,3,2,2,1,3,3,No,0,36-45,Mid (3-6K),0-2 yrs,3-High,2-Good,2,Medium Risk
503,60,Male,Single,3,Technical Degree,Research & Development,Healthcare Representative,2,Travel_Frequently,No,4226,17,1,7,3,15,15,2,2,15,0,3,3,1,2,2,3,No,0,46-60,Mid (3-6K),10+ yrs,3-High,1-Bad,1,Low Risk
504,36,Male,Single,2,Marketing,Research & Development,Research Scientist,1,Travel_Frequently,No,9476,16,0,18,2,32,4,4,0,0,4,3,4,4,2,4,3,No,0,36-45,High (6-10K),3-5 yrs,3-High,4-Best,2,Medium Risk
505,40,Female,Single,2,Life Sciences,Research & Development,Research Scientist,1,Travel_Rarely,No,6256,14,1,11,4,16,1,1,0,1,4,2,2,4,1,4,3,No,0,36-45,High (6-10K),0-2 yrs,2-Medium,4-Best,2,Medium Risk
506,32,Female,Divorced,1,Life Sciences,Sales,Sales Executive,2,Travel_Rarely,No,4423,21,2,9,2,10,10,1,1,1,2,3,2,2,3,2,4,No,0,26-35,Mid (3-6K),6-10 yrs,3-High,2-Good,1,Low Risk
507,37,Female,Married,4,Technical Degree,Human Resources,Manager,1,Travel_Rarely,No,3346,13,0,7,2,10,10,0,0,2,3,1,4,3,3,1,4,No,0,36-45,Mid (3-6K),6-10 yrs,1-Low,3-Better,2,Medium Risk
508,18,Male,Single,2,Life Sciences,Research & Development,Laboratory Technician,1,Travel_Rarely,No,20000,19,2,11,4,10,7,4,1,4,0,4,4,3,3,1,3,No,0,18-25,Very High (>10K),6-10 yrs,4-Very High,3-Better,0,Low Risk
509,41,Female,Single,3,Life Sciences,Human Resources,Manager,1,Non-Travel,No,6106,20,1,4,3,13,13,9,0,4,5,1,4,2,1,4,3,No,0,36-45,High (6-10K),10+ yrs,1-Low,2-Good,2,Medium Risk
510,49,Female,Married,4,Life Sciences,Research & Development,Manager,2,Travel_Rarely,No,9420,15,0,1,1,22,9,1,0,0,3,4,2,3,2,2,3,No,0,46-60,High (6-10K),6-10 yrs,4-Very High,3-Better,1,Low Risk
511,40,Male,Married,2,Medical,Research & Development,Healthcare Representative,1,Travel_Rarely,Yes,2660,18,0,1,2,16,14,1,0,0,0,3,2,2,2,3,3,No,0,36-45,Low (<3K),10+ yrs,3-High,2-Good,3,Medium Risk
512,25,Female,Married,3,Life Sciences,Research & Development,Healthcare Representative,3,Travel_Rarely,No,3474,14,1,5,4,24,3,1,1,0,5,2,4,4,4,1,3,No,0,18-25,Mid (3-6K),3-5 yrs,2-Medium,4-Best,1,Low Risk
513,29,Female,Divorced,2,Life Sciences,Human Resources,Human Resources,4,Non-Travel,No,17455,14,1,8,1,9,9,1,0,7,6,2,1,1,4,3,3,No,0,26-35,Very High (>10K),6-10 yrs,2-Medium,1-Bad,2,Medium Risk
514,18,Female,Married,3,Medical,Human Resources,Manager,3,Travel_Frequently,No,11363,16,2,1,3,40,40,0,0,1,6,1,3,4,2,4,3,No,0,18-25,Very High (>10K),10+ yrs,1-Low,4-Best,1,Low Risk
515,45,Female,Married,1,Life Sciences,Sales,Sales Representative,3,Travel_Frequently,No,6467,16,1,3,1,10,9,3,0,1,0,2,2,1,3,3,3,No,0,36-45,High (6-10K),6-10 yrs,2-Medium,1-Bad,2,Medium Risk
516,27,Male,Married,3,Life Sciences,Sales,Sales Representative,3,Travel_Rarely,No,3909,13,0,3,2,8,0,0,0,0,5,1,3,3,3,4,3,No,0,26-35,Mid (3-6K),0-2 yrs,1-Low,3-Better,3,Medium Risk
